Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
Farewell to Manzanar,,"Jeanne Wakatsuki Houston was only seven when her Japanese-American family was forced to leave their home in Long Beach, California for an internment camp during World War II. This is her story.",https://cdn.vocabulary.com/units/4bgbjpyn/cover.jpeg?width=220&v=16c3007f397,https://www.amazon.com/dp/1328742113?tag=vocabulary01-20,Jeanne Wakatsuki Houston,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/4bgbjpyn/farewell-to-manzanar
I'm Not Dying with You Tonight,,"When violence breaks out at a football game, two teenage girls become unlikely allies as they attempt to make their way home.",https://cdn.vocabulary.com/units/4bihbssl/cover.jpeg?width=220&v=179a49583c9,https://www.amazon.com/dp/1492678899?tag=vocabulary01-20,Kimberly Jones,Literature,/lists/4bihbssl/im-not-dying-with-you-tonight
150 Words Every 5th Grader Should Know How to Spell,,Vocabulary.com has compiled this collection of spelling words for students in 5th grade. Use the Spelling Bee with these lists to watch your spelling skills soar.,https://cdn.vocabulary.com/units/4bm6w32e/feature.png?width=500&v=18a4bd4f2ab,,,Grade 5,/lists/4bm6w32e/words-every-5th-grader-should-know-how-to-spell
Rosencrantz and Guildenstern Are Dead,,"Two minor characters from Shakespeare's Hamlet become the stars of their own play, a meditation on chance, fortune, and the inevitability of fate.",https://cdn.vocabulary.com/units/4cfp6ax5/cover.jpeg?width=220&v=16dbc797421,https://www.amazon.com/dp/0802126219?tag=vocabulary01-20,Tom Stoppard,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/4cfp6ax5/rosencrantz-and-guildenstern-are-dead
Starfish,,"Ellie, an eleven-year-old girl from Texas, learns to stand up for herself and confront bullies who tease her about her weight.",https://cdn.vocabulary.com/units/4cqtrkob/cover.jpeg?width=220&v=17e7d3dddf1,https://www.amazon.com/dp/1984814508?tag=vocabulary01-20,Lisa Fipps,"Grade 6,Grade 7,Grade 8,Literature",/lists/4cqtrkob/starfish
Bridge to Terabithia,,"Jess and Leslie spend their free time playing in the fantasy land of Terabithia; but when tragedy strikes, one of them will have to learn to cope with loss in the real world.",https://cdn.vocabulary.com/units/4edaqdv6/cover.jpeg?width=220&v=181d50ecbd1,https://www.amazon.com/dp/0064401847?tag=vocabulary01-20,Katherine Paterson,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/4edaqdv6/bridge-to-terabithia
The Trumpet of the Swan,,"Born mute, Louis the swan learns to read, write, and play the trumpet in the hopes of communicating with another swan named Serena.",https://cdn.vocabulary.com/units/4eizd55m/cover.jpeg?width=220&v=16c44d189f3,https://www.amazon.com/dp/0064410943?tag=vocabulary01-20,E.B. White,Literature,/lists/4eizd55m/trumpet-of-the-swan
The Language of Standardized Tests,Master the Vocabulary You'll See on Test Day,Take the guesswork out of standardized tests by mastering the vocabulary you'll likely see in test directions and questions. Practicing these lists will help boost your comprehension and your confidence on test day — no matter what test you're preparing to take.,https://cdn.vocabulary.com/units/4ejzxg4g/feature.png?width=500&v=17c2cef5681,,,"Grade 9,Grade 10,Grade 11,Grade 12,Test-Prep",/lists/4ejzxg4g/language-of-standardized-tests
The Old Willis Place,A Ghost Story,"Siblings Diana and Georgie are not supposed to talk to strangers or leave the grounds of the house once owned by Lilian Willis. But when a new caretaker moves onto the property, Diana is tempted to break the rules and befriend Lissa, the caretaker's daughter.",https://cdn.vocabulary.com/units/4endahar/cover.jpeg?width=220&v=16f15c849f0,https://www.amazon.com/dp/0618897410?tag=vocabulary01-20,Mary Downing Hahn,Literature,/lists/4endahar/old-willis-place
My Sister's Keeper,,"Anna sues her parents in order to prevent them from using her as a bone marrow donor for her older sister, Kate.",https://cdn.vocabulary.com/units/4exx5n4a/cover.jpeg?width=220&v=17436023db3,https://www.amazon.com/dp/0743454537?tag=vocabulary01-20,Jodi Picoult,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/4exx5n4a/my-sisters-keeper
Undefeated,Jim Thorpe and the Carlisle Indian School Football Team,"This nonfiction narrative focuses on Sac and Fox Nation member Jim Thorpe, a 1912 Olympic gold medalist, who led Pennsylvania's Carlisle Indian Industrial School's football team to victorious seasons that redefined the sport and immortalized his coach, Pop Warner.",https://cdn.vocabulary.com/units/4f2nt7ck/cover.png?width=220&v=190bceca509,https://www.amazon.com/dp/1250294479?tag=vocabulary01-20,Steve Sheinkin,Non-Fiction,/lists/4f2nt7ck/undefeated
Disability Visibility,17 First-Person Stories for Today (Adapted for Young Readers),"Published ahead of the 30th anniversary of the Americans with Disabilities Act, this collection of 17 essays presents the complex array of struggles that individuals face when navigating the world in a marginalized body.",https://cdn.vocabulary.com/units/4f63bajv/cover.jpeg?width=220&v=180d380c3e1,https://www.amazon.com/dp/059338167X?tag=vocabulary01-20,Alice Wong,Non-Fiction,/lists/4f63bajv/disability-visibility
Antigone,,"After defying her uncle, the king of Thebes, Antigone is sentenced to death. This classical tragedy, translated from the Greek by Francis Storr, explores the tension between duty and family.",https://cdn.vocabulary.com/units/4gtqxcii/cover.jpeg?width=220&v=16d26f6a2d7,https://www.amazon.com/dp/1580493882?tag=vocabulary01-20,Sophocles,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/4gtqxcii/antigone
Ripped from the Headlines: January 2020,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/4h64rtxt/feature.png?width=500&v=177fe1efcf8,,,Events,/lists/4h64rtxt/ripped-from-the-headlines-january-2020
Endgame,Bobby Fischer's Remarkable Rise and Fall — from America's Brightest Prodigy to the Edge of Madness,Biographer Frank Brady chronicles the meteoric rise and astounding fall of chess prodigy Bobby Fischer.,https://cdn.vocabulary.com/units/4igqtvq4/cover.jpeg?width=220&v=183236c5536,https://www.amazon.com/dp/0307463915?tag=vocabulary01-20,Frank Brady,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/4igqtvq4/endgame
Ungifted,,"An administrative mistake lands troublemaker Donovan Kurtis at the Academy of Scholastic Distinction, a prestigious school for gifted students.",https://cdn.vocabulary.com/units/4jog4jbw/cover.jpeg?width=220&v=16c300de2fb,https://www.amazon.com/dp/0061742678?tag=vocabulary01-20,Gordon Korman,"Grade 5,Literature",/lists/4jog4jbw/ungifted
Ripped from the Headlines: August 2021,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/4jwzax6q/feature.png?width=500&v=17b8862e607,,,Events,/lists/4jwzax6q/ripped-from-the-headlines-august-2021
Fantastic Mr. Fox,,A clever fox tries to outwit three beastly farmers.,https://cdn.vocabulary.com/units/4kic3xx2/cover.jpeg?width=220&v=1715f3fe5ce,https://www.amazon.com/dp/0142410349?tag=vocabulary01-20,Roald Dahl,Literature,/lists/4kic3xx2/fantastic-mr-fox
Educated,,"In this acclaimed memoir, Tara Westover recounts growing up in the remote mountains of Idaho with her survivalist parents.",https://cdn.vocabulary.com/units/4l4dqxks/cover.jpeg?width=220&v=16c24fcd46d,https://www.amazon.com/dp/0399590501?tag=vocabulary01-20,Tara Westover,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/4l4dqxks/educated
GRE Verbal Reasoning,Vocabulary Resources to Help You Ace the Test,"The GRE Verbal Reasoning Test will test your vocabulary in a variety of different ways. Multiple choice questions will check your understanding of reading comprehension passages. On text completion questions, you will need to identify individual words that best fit in a sentence. On sentence equivalence questions, you will be asked to select two words that have essentially the same meaning and that best complete a sentence. We've collected some of the words that appear most commonly on the GRE Verbal Reasoning Test. Master these words to ensure that you do your best on test day.",https://cdn.vocabulary.com/units/4lx6nojw/feature.png?width=500&v=1774ec45814,,,Test-Prep,/lists/4lx6nojw/gre-verbal-reasoning
Pax,,"After a war breaks out, Peter is forced to abandon Pax, his beloved pet fox — but Peter and Pax are determined to find one another again.",https://cdn.vocabulary.com/units/4m6bl2rj/cover.jpeg?width=220&v=16c300c242d,https://www.amazon.com/dp/0062377019?tag=vocabulary01-20,Sara Pennypacker,"Grade 6,Literature,Just for Fun",/lists/4m6bl2rj/pax
The Road to Memphis,,"As World War II looms, seventeen-year-old Cassie Logan and her brothers experience the trials and tribulations of growing up and face shocking racial violence.",https://cdn.vocabulary.com/units/4mbn6qjh/cover.jpeg?width=220&v=17ac560ee23,https://www.amazon.com/dp/1101997559?tag=vocabulary01-20,Mildred D. Taylor,Literature,/lists/4mbn6qjh/road-to-memphis
The Maze Runner,,"Thomas wakes up in a strange place with his memories erased, surrounded by people he doesn't know. The only way out is through a shifting, kaleidoscopic maze—and no one has ever reached the end.",https://cdn.vocabulary.com/units/4oki6xt7/cover.jpeg?width=220&v=181eda8fdf7,https://www.amazon.com/dp/0385737955?tag=vocabulary01-20,James Dashner,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/4oki6xt7/maze-runner
Like Vanessa,,"Inspired by the first black woman to be crowned Miss America, thirteen-year-old Vanessa enters a local beauty pageant in the hopes of transforming her life.",https://cdn.vocabulary.com/units/4qnhhv7u/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1580897770?tag=vocabulary01-20,Tami Charles,"Grade 6,Grade 7,Grade 8,Literature",/lists/4qnhhv7u/like-vanessa
The Poet X,,"Xiomara hides her poetry from her religious family, but when she joins a slam poetry club, she must decide whether or not she's ready for her voice to be heard. Learn these words from the acclaimed novel-in-verse by slam poet Elizabeth Acevedo.",https://cdn.vocabulary.com/units/4rjiqxpc/cover.jpeg?width=220&v=16c2488a4a1,https://www.amazon.com/dp/0062662805?tag=vocabulary01-20,Elizabeth Acevedo,"Grade 8,Literature",/lists/4rjiqxpc/poet-x
The Borrowers,,"This classic tale tells the story of the Clock family, a group of tiny people who live under the floorboards of a grandfather clock, and survive by sneakily ""borrowing"" food and small items from the humans who live in the house.",https://cdn.vocabulary.com/units/4rp5gas2/cover.jpeg?width=220&v=17eb0be8116,https://www.amazon.com/dp/0152047379?tag=vocabulary01-20,Mary Norton,Grade 5,/lists/4rp5gas2/borrowers
Seabiscuit,,"In this engrossing work of nonfiction, Laura Hillenbrand recounts how three men teamed up to turn an unlikely racehorse into an American racing icon.",https://cdn.vocabulary.com/units/4sdm5p7h/cover.jpeg?width=220&v=16c24b67dec,https://www.amazon.com/dp/0449005615?tag=vocabulary01-20,Laura Hillenbrand,"Grade 6,Grade 7,Grade 8",/lists/4sdm5p7h/seabiscuit
Writing in the Classroom: Introductory,,"Have you got the write stuff? Find out by exploring this comprehensive collection of words related to writing. You'll review genres of writing, text structure, grammar and parts of speech, stages of the writing process, and much more. From introduction to conclusion, this list has got you covered.",https://cdn.vocabulary.com/units/4shs46lu/feature.png?width=500&v=1825f505c8e,,,Grade 5,/lists/4shs46lu/writing-in-the-classroom-introductory
Genesis Begins Again,,"Facing prejudice both within her family and from her peers, Genesis Anderson struggles to accept herself and allow her talents to shine.",https://cdn.vocabulary.com/units/4t3bjqvs/cover.jpeg?width=220&v=16c256acd48,https://www.amazon.com/dp/1481465805?tag=vocabulary01-20,Alicia D. Williams,"Grade 7,Literature",/lists/4t3bjqvs/genesis-begins-again
A Wreath for Emmett Till,,"In a sequence of 15 sonnets, award-winning poet Marilyn Nelson pays tribute to the young boy whose brutal, racially motivated murder outraged the country. This list includes words from Nelson's notes on the historical event and her writing process.",https://cdn.vocabulary.com/units/4tyetrcw/cover.jpeg?width=220&v=16d26d476fa,https://www.amazon.com/dp/0547076363?tag=vocabulary01-20,Marilyn Nelson,Literature,/lists/4tyetrcw/wreath-for-emmett-till
"Thirteen Doorways, Wolves Behind Them All",,Sisters Frankie and Toni struggle to survive on their own in the shadow of World War II.,https://cdn.vocabulary.com/units/4ucd5vty/cover.jpeg?width=220&v=16dd1125dbd,https://www.amazon.com/dp/0062317644?tag=vocabulary01-20,Laura Ruby,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/4ucd5vty/thirteen-doorways-wolves-behind-them-all
The Catcher in the Rye,,"In J.D. Salinger's classic novel, Holden Caulfield leaves his prep school and experiences disillusionment and alienation while wandering around New York City.",https://cdn.vocabulary.com/units/4uyxcd72/cover.jpeg?width=220&v=16c30097c7d,https://www.amazon.com/dp/0316769177?tag=vocabulary01-20,J.D. Salinger,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/4uyxcd72/catcher-in-the-rye
Heidi,,"In this classic novel, an orphaned girl goes to live with her grandfather in the Swiss Alps. Learn these words from the translation by Elisabeth P. Stork.",https://cdn.vocabulary.com/units/4vb7hfxz/cover.jpeg?width=220&v=16c256be446,https://www.amazon.com/dp/0147514029?tag=vocabulary01-20,Johanna Spyri,"Grade 6,Grade 7,Grade 8,Literature,Just for Fun",/lists/4vb7hfxz/heidi
Shipwreck at the Bottom of the World,The Extraordinary True Story of Shackleton and the Endurance,This nonfiction work tells the amazing survival story of Ernest Shackleton and his crew after their ship Endurance sank in Antarctica in 1914.,https://cdn.vocabulary.com/units/4vpsksn5/cover.jpeg?width=220&v=182caef2b83,https://www.amazon.com/dp/0375810498?tag=vocabulary01-20,Jennifer Armstrong,Non-Fiction,/lists/4vpsksn5/shipwreck-at-the-bottom-of-the-world
Here's Looking at Euclid,,"To illustrate his thesis that math is the foundation of human progress, Alex Bellos details achievements throughout time and cultures.",https://cdn.vocabulary.com/units/4wlb4aat/cover.png?width=220&v=18613c185c1,https://www.amazon.com/dp/1416588280?tag=vocabulary01-20,Alex Bellos,Non-Fiction,/lists/4wlb4aat/heres-looking-at-euclid
Twenty Thousand Leagues Under the Sea,,"Board the Nautilus and travel under the sea with the mysterious Captain Nemo as you learn these words from the science fiction novel by Jules Verne. Read the full text, translated from the original French by F.P. Walter, here.",https://cdn.vocabulary.com/units/4wxanbe7/cover.jpeg?width=220&v=16f6d6c7864,https://www.amazon.com/dp/0451531698?tag=vocabulary01-20,Jules Verne,"Grade 10,Grade 11",/lists/4wxanbe7/twenty-thousand-leagues-under-the-sea
The Milagro Beanfield War,,"Joe Mondragon finds a dry plot of land and illegally taps into an irrigation channel, setting up a battle between big business and the small farmers of Milagro.",https://cdn.vocabulary.com/units/4x4gqwvr/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0805063749?tag=vocabulary01-20,John Nichols,Literature,/lists/4x4gqwvr/milagro-beanfield-war
The TOEFL Exam: Essential English Vocabulary,,"Set yourself up for TOEFL Exam success by practicing these lists of essential English vocabulary. To ensure that you're prepared on test day, Vocabulary.com has carefully selected 200 common English words that frequently appear on the TOEFL Exam.",https://cdn.vocabulary.com/units/4yen74si/feature.png?width=500&v=18998b11d6b,,,Test-Prep,/lists/4yen74si/toefl-exam-essential-english-vocabulary
How the García Girls Lost Their Accents,,"After they move from the Dominican Republic to New York City, the four García sisters are caught between the expectations of their traditional parents and their own desire to assimilate to American culture.",https://cdn.vocabulary.com/units/4yj3loxq/cover.jpeg?width=220&v=16c256a9067,https://www.amazon.com/dp/156512975X?tag=vocabulary01-20,Julia Alvarez,"Grade 10,Literature",/lists/4yj3loxq/how-the-garcia-girls-lost-their-accents
The Woman All Spies Fear,Code Breaker Elizebeth Smith Friedman and Her Hidden Life,"In this biography, Amy Butler Greenfield tells the story of Elizebeth Smith Friedman, a Shakespeare enthusiast who became one of the most famous cryptologists in the world.",https://cdn.vocabulary.com/units/4yndrkxv/cover.jpeg?width=220&v=1809abc99c3,https://www.amazon.com/dp/0593127196?tag=vocabulary01-20,Amy Butler Greenfield,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/4yndrkxv/woman-all-spies-fear
Ripped from the Headlines: February 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/53iumken/feature.png?width=500&v=194dcdb32a0,,,Events,/lists/53iumken/ripped-from-the-headlines-february-2024
I Am Not Your Perfect Mexican Daughter,,"After the sudden death of her seemingly perfect sister, Julia tries to learn more about her sister's life while negotiating complicated family relationships.",https://cdn.vocabulary.com/units/53ymosyg/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1524700487?tag=vocabulary01-20,Erika L. Sánchez,"Grade 8,Literature",/lists/53ymosyg/i-am-not-your-perfect-mexican-daughter
Flying to the Moon,An Astronaut's Story,"Astronaut Michael Collins was part of Apollo 11, the first manned lunar landing. In this autobiography, he recounts his early days as an Air Force pilot and his journey into space.",https://cdn.vocabulary.com/units/54eh765a/cover.jpeg?width=220&v=16c250bff57,https://www.amazon.com/dp/0374312028?tag=vocabulary01-20,Michael Collins,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/54eh765a/flying-to-the-moon
The Lions of Little Rock,,"Set in Arkansas in 1958, this novel tells the story of two courageous twelve-year-old girls who fight against segregation in their community.",https://cdn.vocabulary.com/units/54yikz33/cover.jpeg?width=220&v=16c30218ca9,https://www.amazon.com/dp/0142424358?tag=vocabulary01-20,Kristin Levine,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/54yikz33/lions-of-little-rock
The Boy Who Dared,,"This novel, based on true events, recounts the story of Helmuth Hübener, a 16-year-old German boy who created and distributed leaflets to counteract Nazi propaganda.",https://cdn.vocabulary.com/units/55jusiis/cover.jpeg?width=220&v=16f81e90358,https://www.amazon.com/dp/043968014X?tag=vocabulary01-20,Susan Campbell Bartoletti,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/55jusiis/boy-who-dared
Half of a Yellow Sun,,"In 1967, the Republic of Biafra declared independence from Nigeria, leading to civil war. This novel traces the lives of several characters who get caught up in turmoil of the Biafran War.",https://cdn.vocabulary.com/units/55zihbmj/cover.jpeg?width=220&v=16ff7cc9b7e,https://www.amazon.com/dp/1400044162?tag=vocabulary01-20,Chimamanda Ngozi Adichie,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/55zihbmj/half-of-a-yellow-sun
Save Me a Seat,,Two students who are struggling to fit in at school must contend with a bully.,https://cdn.vocabulary.com/units/56zionag/cover.jpg?width=220&v=1717f968ff9,https://www.amazon.com/dp/0545846617?tag=vocabulary01-20,Sarah Weeks,Literature,/lists/56zionag/save-me-a-seat
Jane Eyre,,"Jane is a strong-willed young woman who finds employment as a governess at Thornfield Hall, where she meets the mysterious Edward Rochester and learns his darkest secret.",https://cdn.vocabulary.com/units/57anmsue/cover.jpeg?width=220&v=16c24bbd4fc,https://www.amazon.com/dp/0141441143?tag=vocabulary01-20,Charlotte Brontë,"Grade 11,Grade 12,Just for Fun",/lists/57anmsue/jane-eyre
Feathers,,Frannie navigates changing relationships with friends and family in this novel set in the early 1970s.,https://cdn.vocabulary.com/units/57hwlzpl/cover.jpeg?width=220&v=1758e32822c,https://www.amazon.com/dp/0142415502?tag=vocabulary01-20,Jacqueline Woodson,"Grade 6,Grade 7,Grade 8",/lists/57hwlzpl/feathers
The Gray,,"Faced with bullying and anxiety, thirteen-year-old Sasha takes a summer break from busy New York City by visiting his aunt in upstate.",https://cdn.vocabulary.com/units/5bhpxnsy/cover.png?width=220&v=18d319aecae,https://www.amazon.com/dp/1250864712?tag=vocabulary01-20,Chris Baron,Literature,/lists/5bhpxnsy/gray
George,,"Inside, George knows that she is a girl. When her class puts on a production of Charlotte's Web, she is not allowed to try out for the role of Charlotte — but with the help of her best friend, George is determined to show the world who she really is.",https://cdn.vocabulary.com/units/5bjvcahn/cover.jpeg?width=220&v=18f2b084565,https://www.amazon.com/dp/0545812577?tag=vocabulary01-20,Alex Gino,"Literature,Non-Fiction",/lists/5bjvcahn/george
Boots on the Ground: America's War in Vietnam,,"In this acclaimed book, Elizabeth Partridge combines meticulous research, photographic records, and personal accounts into a vivid history of the Vietnam War and its aftermath.",https://cdn.vocabulary.com/units/5bnifxeq/cover.jpeg?width=220&v=19291b25f15,https://www.amazon.com/dp/0670785067?tag=vocabulary01-20,Elizabeth Partridge,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/5bnifxeq/boots-on-the-ground-americas-war-in-vietnam
Dune,,"In this classic science fiction novel, the Atreides family attempts to retain control of the planet Arrakis.",https://cdn.vocabulary.com/units/5cs7o5wp/cover.jpeg?width=220&v=174d5baaa60,https://www.amazon.com/dp/0441013597?tag=vocabulary01-20,Frank Herbert,"Grade 9,Grade 10,Grade 11,Grade 12,Just for Fun",/lists/5cs7o5wp/dune
The Big Thirst,The Secret Life and Turbulent Future of Water,Journalist Charles Fishman explores humanity's need for and use of water — and the threat of water scarcity.,https://cdn.vocabulary.com/units/5dnfbau7/cover.jpeg?width=220&v=173a68e609c,https://www.amazon.com/dp/1439102082?tag=vocabulary01-20,Charles Fishman,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction,Just for Fun",/lists/5dnfbau7/big-thirst
Ripped from the Headlines: May 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/5elnpzdg/feature.png?width=500&v=18fcad71082,,,Events,/lists/5elnpzdg/ripped-from-the-headlines-may-2024
Antony and Cleopatra,,"In this tragedy, the doomed romance between Egyptian queen Cleopatra and Roman general Marc Antony is set against the backdrop of Octavius Caesar's founding of the Roman Empire.",https://cdn.vocabulary.com/units/5g2g6ekv/cover.jpeg?width=220&v=170448b78c2,https://www.amazon.com/dp/0743482859?tag=vocabulary01-20,William Shakespeare,Literature,/lists/5g2g6ekv/antony-and-cleopatra
Finding Langston,,"After moving to Chicago from Alabama, an eleven-year-old boy finds solace and inspiration in the poetry of Langston Hughes.",https://cdn.vocabulary.com/units/5hj73tpp/cover.jpeg?width=220&v=16d06d4d662,https://www.amazon.com/dp/0823439607?tag=vocabulary01-20,Lesa Cline-Ransome,"Grade 5,Grade 6,Grade 7,Grade 8,Literature,Non-Fiction",/lists/5hj73tpp/finding-langston
Nectar in a Sieve,,"In this classic novel, a young Indian woman attempts to forge a stable, happy life as she contends with personal and social change.",https://cdn.vocabulary.com/units/5i344hgy/cover.jpeg?width=220&v=178cb8a498a,https://www.amazon.com/dp/0451531728?tag=vocabulary01-20,Kamala Markandaya,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/5i344hgy/nectar-in-a-sieve
Orphan Train Girl,,A sixth-grader and an elderly woman discover they have something in common — years of moving from one foster family to another.,https://cdn.vocabulary.com/units/5iklptmc/cover.jpg?width=220&v=17b3f939fa7,https://www.amazon.com/dp/0062445952?tag=vocabulary01-20,Christina Baker Kline,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/5iklptmc/orphan-train-girl
Nothing But the Truth,,"Using journal entries, memos, letters, and dialogue, award-winning author Avi pokes fun at high school, politics, and the media. This satirical novel demonstrates that truth is always subjective.",https://cdn.vocabulary.com/units/5ivf5ty2/cover.jpeg?width=220&v=181abc1e1cf,https://www.amazon.com/dp/0545174155?tag=vocabulary01-20,Avi,"Grade 7,Literature",/lists/5ivf5ty2/nothing-but-the-truth
The Nazi Hunters,How a Team of Spies and Survivors Captured the World's Most Notorious Nazis,This book tells the true story of the group of spies who captured war criminal Adolf Eichmann.,https://cdn.vocabulary.com/units/5j4vyuhv/cover.jpeg?width=220&v=173b5f9c476,https://www.amazon.com/dp/054543100X?tag=vocabulary01-20,Neal Bascomb,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/5j4vyuhv/nazi-hunters
Lizzie Bright and the Buckminster Boy,,"In this historical novel, Turner Buckminster confronts racism when town elders expel an African American community, including Turner's friend Lizzie, from their island home.",https://cdn.vocabulary.com/units/5jw7xult/cover.jpeg?width=220&v=16c30213b7e,https://www.amazon.com/dp/0544022793?tag=vocabulary01-20,Gary D. Schmidt,Literature,/lists/5jw7xult/lizzie-bright-and-the-buckminster-boy
Say Something Nice Day,,Get ready to sprinkle kindness like confetti on Say Something Nice Day (June 1). Unlock a treasure trove of heartwarming expressions by brushing up on this sweet collection of vocabulary words that bloom with kindness.,https://cdn.vocabulary.com/units/5k3jlppw/feature.png?width=500&v=18844632b8d,,,Just for Fun,/lists/5k3jlppw/say-something-nice-day
The Man in the High Castle,,This novel imagines an America in which the United States lost World War II.,https://cdn.vocabulary.com/units/5k4iswpw/cover.jpeg?width=220&v=1785f79d95a,https://www.amazon.com/dp/0547572484?tag=vocabulary01-20,Philip K. Dick,Just for Fun,/lists/5k4iswpw/man-in-the-high-castle
From Here,,"In this memoir, the author recounts for her children how growing up in 1980s Jordan led to the founding of both a championship-winning soccer team and a nonprofit organization, Fugees Family, which provide athletic and academic opportunities for refugees and immigrants in the United States.",https://cdn.vocabulary.com/units/5kggrrop/cover.png?width=220&v=18e66e88299,https://www.amazon.com/dp/0593354478?tag=vocabulary01-20,Luma Mufleh,"Literature,Non-Fiction",/lists/5kggrrop/from-here
"Commonly Confused Words, Grade 5",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that fifth-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/5khonlqz/feature.png?width=500&v=18e1a777fc2,,,Grade 5,/lists/5khonlqz/commonly-confused-words-grade-5
The Crucible,,This scathing dramatization of the Salem Witch Trials is also an allegory of Senator Joseph McCarthy's pursuit of Communists in the 1950s.,https://cdn.vocabulary.com/units/5lfsycms/cover.jpeg?width=220&v=16c24991d94,https://www.amazon.com/dp/0142437336?tag=vocabulary01-20,Arthur Miller,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/5lfsycms/crucible
A Rover's Story,,Both a Mars rover and the daughter of a NASA scientist struggle to find the resilience to overcome their troubles through space and time.,https://cdn.vocabulary.com/units/5lxmlmoe/cover.png?width=220&v=18d1335b270,https://www.amazon.com/dp/0063113929?tag=vocabulary01-20,Jasmine Warga,"Grade 5,Literature",/lists/5lxmlmoe/rovers-story
A Clash of Kings,,"In the second volume of George R.R. Martin's A Song of Ice and Fire, six rival houses continue to battle to rule the kingdom of Westeros.",https://cdn.vocabulary.com/units/5m2523kw/cover.jpeg?width=220&v=16c3018fd29,https://www.amazon.com/dp/0553579908?tag=vocabulary01-20,George R.R. Martin,Literature,/lists/5m2523kw/clash-of-kings
Gather,,"With all of his family sick, dead, or gone, sixteen-year-old Dorian Gray Henry looks for ways to keep himself and a stray dog alive in rural Vermont and Tennessee.",https://cdn.vocabulary.com/units/5miohrom/cover.png?width=220&v=18b447ad042,https://www.amazon.com/dp/1536231118?tag=vocabulary01-20,Kenneth M. Cadow,Literature,/lists/5miohrom/gather
The Shape of Thunder,,"A year after a devastating tragedy, Cora and Quinn attempt to rebuild their friendship — and find a way to change the past.",https://cdn.vocabulary.com/units/5mjelawk/cover.jpeg?width=220&v=17d2550b39d,https://www.amazon.com/dp/0062956671?tag=vocabulary01-20,Jasmine Warga,Literature,/lists/5mjelawk/shape-of-thunder
