Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
Flush,,"While his father sits in jail for eco-terrorism, Noah sets out to prove that a casino boat is illegally polluting a local harbor.",https://cdn.vocabulary.com/units/hy53uyj4/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0375861254?tag=vocabulary01-20,Carl Hiaasen,Grade 6,/lists/hy53uyj4/flush
Copper Sun,,"An unflinching look at the brutality of the American slave trade, Draper's novel tells the story of Amari, a young African girl who is enslaved.",https://cdn.vocabulary.com/units/hypt6ew6/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1416953485?tag=vocabulary01-20,Sharon M. Draper,"Grade 6,Grade 7,Grade 8,Literature",/lists/hypt6ew6/copper-sun
Ripped from the Headlines: January 2025,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/hzloeesp/feature.png?width=500&v=194b93867c3,,,Events,/lists/hzloeesp/ripped-from-the-headlines-january-2025
We Are Not Free,,"During World War II, a group of Japanese-American teens and their families are incarcerated in an internment camp.",https://cdn.vocabulary.com/units/i2b6ogbn/cover.jpeg?width=220&v=1750e693123,https://www.amazon.com/dp/035813143X?tag=vocabulary01-20,Traci Chee,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/i2b6ogbn/we-are-not-free
Escape from Mr. Lemoncello's Library,,"Kyle and eleven other kids get the chance to stay overnight in Mr. Lemoncello's new, high-tech library. The children must solve a series of puzzles in order to find a way out of the library and win an amazing prize.",https://cdn.vocabulary.com/units/i2cdiko3/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0307931471?tag=vocabulary01-20,Chris Grabenstein,"Grade 5,Grade 6",/lists/i2cdiko3/escape-from-mr-lemoncellos-library
Charlie Thorne and the Last Equation,,"Fearing that a sinister group will get its hands on a powerful equation devised by Einstein, the CIA enlists a young genius to find the hidden equation first.",https://cdn.vocabulary.com/units/i2iufgjq/cover.jpeg?width=220&v=17bf4327878,https://www.amazon.com/dp/1534424776?tag=vocabulary01-20,Stuart Gibbs,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/i2iufgjq/charlie-thorne-and-the-last-equation
I Will Always Write Back,How One Letter Changed Two Lives,"In 1997, an American girl and a Zimbabwean boy became pen pals, ultimately developing a friendship that would change both of their lives. In this memoir, they tell their story.",https://cdn.vocabulary.com/units/i2jizo6x/cover.jpeg?width=220&v=16c9032552d,https://www.amazon.com/dp/0316241334?tag=vocabulary01-20,Caitlin Alifirenka,"Grade 7,Grade 10,Non-Fiction",/lists/i2jizo6x/i-will-always-write-back
American Panda,,College freshman Mei struggles to live up to her parents expectations and figure out what kind of future she truly wants.,https://cdn.vocabulary.com/units/i2uzdn6v/cover.jpeg?width=220&v=16fcd8eab45,https://www.amazon.com/dp/1481499114?tag=vocabulary01-20,Gloria Chao,Literature,/lists/i2uzdn6v/american-panda
The Adventures of Huckleberry Finn,,This American classic chronicles the exploits of Huck and Jim: one is running away from an abusive father and the other is fleeing enslavement. Read the full text here.,https://cdn.vocabulary.com/units/i5abxgba/cover.jpeg?width=220&v=181b5be6d1e,https://www.amazon.com/dp/B011T7M9GU?tag=vocabulary01-20,Mark Twain,"Grade 8,Grade 9,Grade 11",/lists/i5abxgba/adventures-of-huckleberry-finn
Muggie Maggie,,Third-grader Maggie Schultz decides she does not want to learn how to read and write cursive.,https://cdn.vocabulary.com/units/i6dxha34/cover.png?width=220&v=1884e06b897,https://www.amazon.com/dp/0380710870?tag=vocabulary01-20,Beverly Cleary,"Grade 5,Literature",/lists/i6dxha34/muggie-maggie
The Most Beautiful Roof in the World,Exploring the Rainforest Canopy,This nonfiction account follows Dr. Meg Lowman as she explores the rainforest.,https://cdn.vocabulary.com/units/i6gbpctf/cover.jpg?width=220&v=175ae50bed7,https://www.amazon.com/dp/0152008977?tag=vocabulary01-20,Kathryn Lasky,"Grade 5,Non-Fiction",/lists/i6gbpctf/most-beautiful-roof-in-the-world
Homegoing,,This powerful book examines the legacy of the slave trade as it follows the divergent paths of two sisters and their descendants from Africa to the United States.,https://cdn.vocabulary.com/units/i6mzsex5/cover.jpeg?width=220&v=17a9b907655,https://www.amazon.com/dp/1101971061?tag=vocabulary01-20,Yaa Gyasi,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/i6mzsex5/homegoing
Omar Rising,,"In this companion novel to Amal Unbound, seventh grader Omar Ali, the first in his village to get into a prestigious boarding school in Pakistan, is determined to meet the academic and community service requirements to keep his scholarship.",https://cdn.vocabulary.com/units/i6ykekvg/cover.png?width=220&v=18974f7d680,https://www.amazon.com/dp/0593108582?tag=vocabulary01-20,Aisha Saeed,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/i6ykekvg/omar-rising
Ella Minnow Pea,,"Eighteen-year-old Ella Minnow Pea fights to save her family, friends, and neighbors after the local government forbids the use certain letters of the alphabet in written and spoken communications.",https://cdn.vocabulary.com/units/ia3hrvkz/cover.jpeg?width=220&v=17ee4365d50,https://www.amazon.com/dp/0385722435?tag=vocabulary01-20,Mark Dunn,Literature,/lists/ia3hrvkz/ella-minnow-pea
Legend,,"In Marie Lu's dystopian novel, a military prodigy and a street criminal uncover shocking secrets about their government. Learn these words that will make you a vocabulary legend.",https://cdn.vocabulary.com/units/ia4l6kkr/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/014242207X?tag=vocabulary01-20,Marie Lu,Grade 7,/lists/ia4l6kkr/legend
After the Shot Drops,,Bunny and Nasir's friendship is tested after Bunny receives an athletic scholarship to a new school.,https://cdn.vocabulary.com/units/ia7cj2mu/cover.jpeg?width=220&v=17b5fe3f98c,https://www.amazon.com/dp/0358108063?tag=vocabulary01-20,Randy Ribay,Literature,/lists/ia7cj2mu/after-the-shot-drops
Tuck Everlasting,,"After meeting the Tucks, a family that is able to live forever after drinking from a magical spring, Winnie Foster questions whether immortality is a blessing or a curse.",https://cdn.vocabulary.com/units/ibgf4nkz/cover.jpeg?width=220&v=1811ae9f538,https://www.amazon.com/dp/0312369816?tag=vocabulary01-20,Natalie Babbitt,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ibgf4nkz/tuck-everlasting
Iveliz Explains It All,,"Unable to share her troubled feelings with anyone, twelve-year-old Iveliz Margarita Snow Medina addresses her journal in poems that describe her life in Maryland.",https://cdn.vocabulary.com/units/iboub2f7/cover.png?width=220&v=18ce97a7448,https://www.amazon.com/dp/0593564006?tag=vocabulary01-20,Andrea Beatriz Arango,Literature,/lists/iboub2f7/iveliz-explains-it-all
The Skin I'm In,,A new teacher helps Maleeka stand up to the classmates who bully her and feel comfortable in her own skin.,https://cdn.vocabulary.com/units/icdxncnr/cover.jpeg?width=220&v=16fb46ae4c0,https://www.amazon.com/dp/1368019439?tag=vocabulary01-20,Sharon G. Flake,"Grade 7,Literature,Non-Fiction",/lists/icdxncnr/skin-im-in
Ripped from the Headlines: October 2023,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/iczkk7hm/feature.png?width=500&v=192541f90fb,,,Events,/lists/iczkk7hm/ripped-from-the-headlines-october-2023
Ruby Lost and Found,,"While struggling to deal with the death of her grandfather and the separation from her friends, thirteen-year-old Ruby Chu decides to ditch school and ends up spending time in both detention and her grandmother's apartment in San Francisco's Chinatown.",https://cdn.vocabulary.com/units/icztrppz/cover.png?width=220&v=18e7bb4eade,https://www.amazon.com/dp/0063008947?tag=vocabulary01-20,Christina Li,Literature,/lists/icztrppz/ruby-lost-and-found
The Season of Styx Malone,,"During one action-packed summer, brothers Caleb and Bobby Gene team up with smooth schemer Styx Malone in an attempt to escape their small town.",https://cdn.vocabulary.com/units/id2fteqp/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1524715956?tag=vocabulary01-20,Kekla Magoon,Literature,/lists/id2fteqp/season-of-styx-malone
Barely Missing Everything,,"Best friends Juan and JD are determined to achieve their dreams, but they must fight against prejudice and poverty and cope with difficult family secrets.",https://cdn.vocabulary.com/units/idoefmfw/cover.jpeg?width=220&v=16c25604dcc,https://www.amazon.com/dp/1534404457?tag=vocabulary01-20,Matt Mendez,Literature,/lists/idoefmfw/barely-missing-everything
Doctor Faustus,,"In this tragedy, a German doctor summons a devil named Mephistophilis and trades his soul for power. Read the full text here.",https://cdn.vocabulary.com/units/iedsltby/cover.jpeg?width=220&v=16c25368a08,https://www.amazon.com/dp/0486282082?tag=vocabulary01-20,Christopher Marlowe,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/iedsltby/doctor-faustus
White Bird,A Wonder Story,"In this companion to Wonder, Julian's grandmother tells the story of her life in France during World War II.",https://cdn.vocabulary.com/units/ieszhnld/cover.jpeg?width=220&v=170ab4b2d9e,https://www.amazon.com/dp/0525645535?tag=vocabulary01-20,R.J. Palacio,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ieszhnld/white-bird
Ender's Game,,Ender Wiggin is a brilliant but lonely young strategist in a world where children are trained to defend humankind against alien attacks.,https://cdn.vocabulary.com/units/iezwd3oz/cover.jpeg?width=220&v=16c301ad9b9,https://www.amazon.com/dp/0812550706?tag=vocabulary01-20,Orson Scott Card,Grade 8,/lists/iezwd3oz/enders-game
Matched,,"In this dystopian novel, seventeen-year-old Cassia Reyes begins to question the strict rules of the society in which she lives.",https://cdn.vocabulary.com/units/igr7i2k5/cover.jpeg?width=220&v=16c24ec532a,https://www.amazon.com/dp/014241977X?tag=vocabulary01-20,Ally Condie,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/igr7i2k5/matched
X: A Novel,,"Cowritten by one of Malcolm X's daughters, this novel presents a fictionalized account of the activist's troubled youth.",https://cdn.vocabulary.com/units/ih7gauvo/cover.jpeg?width=220&v=16ddb3d927c,https://www.amazon.com/dp/0763690929?tag=vocabulary01-20,Ilyasah Shabazz,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ih7gauvo/x-a-novel
Promises to Keep,How Jackie Robinson Changed America,"Sharon Robinson, daughter of baseball legend Jackie Robinson, shares memories of and insights about her father.",https://cdn.vocabulary.com/units/ihfvxzau/cover.jpeg?width=220&v=175e73e1fd0,https://www.amazon.com/dp/0439678757?tag=vocabulary01-20,Sharon Robinson,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/ihfvxzau/promises-to-keep
Momo Arashima Steals the Sword of the Wind,,"This first book of the series introduces a twelve-year-old Californian who dreads the seventh-grade social scene, until the discovery that she is the daughter of a Shintō goddess who needs her help to fight demons on the Japanese Island of Mysteries.",https://cdn.vocabulary.com/units/ijwvifjm/cover.png?width=220&v=18f96b30bd7,https://www.amazon.com/dp/0593564065?tag=vocabulary01-20,Misa Sugiura,Literature,/lists/ijwvifjm/momo-arashima-steals-the-sword-of-the-wind
Ripped from the Headlines: April 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/ikh5dma4/feature.png?width=500&v=18f3fa2c74e,,,Events,/lists/ikh5dma4/ripped-from-the-headlines-april-2024
We the People,Word Roots for Citizens of the World,"This truly civilized collection will help you master word roots related to humanity and society, from civ (“citizen”) to soc (“ally”). Power to the people!",https://cdn.vocabulary.com/units/ilzl5hfg/feature.png?width=500&v=16eeb347880,,,Roots & Affixes,/lists/ilzl5hfg/we-the-people
Expository Writing,,Expository writing is writing that presents the reader with important research and information about a topic. This collection of vocabulary can help expose you to the key terms that provide the basis for good expository writing.,https://cdn.vocabulary.com/units/imiygxns/feature.png?width=500&v=1828d9208c5,,,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/imiygxns/expository-writing
Amari and the Night Brothers,,Amari Peters competes for a coveted spot at the Bureau of Supernatural Affairs while trying to solve the mystery of her brother's disappearance.,https://cdn.vocabulary.com/units/in52ky3q/cover.jpeg?width=220&v=18e0afda249,https://www.amazon.com/dp/0062975161?tag=vocabulary01-20,B.B. Alston,"Grade 5,Literature",/lists/in52ky3q/amari-and-the-night-brothers
Wintry Mix,"Words for the Darkest, Coldest Days of the Year","Hunker down with these lists packed with a mix of pleasant parlance about light and coziness, as well as words for the worst of winter weather. We can’t think of a better way to fend off the winter doldrums and ring in the New Year than by adding some brrr-illiant new words to your vocabulary!",https://cdn.vocabulary.com/units/ingmji4i/feature.png?width=500&v=194426b7a46,,,Just for Fun,/lists/ingmji4i/wintry-mix
Harry Potter and the Sorcerer's Stone,,"On his eleventh birthday, orphan Harry Potter learns the shocking truth: he's a wizard about to begin his education at Hogwarts School of Witchcraft and Wizardry.",https://cdn.vocabulary.com/units/intdwbk3/cover.jpeg?width=220&v=1814e1d75a0,https://www.amazon.com/dp/059035342X?tag=vocabulary01-20,J.K. Rowling,"Grade 5,Grade 6,Literature,Non-Fiction",/lists/intdwbk3/harry-potter-and-the-sorcerers-stone
The Wide Words of Sports,Get Your Game On with These Sports-Related Vocab Words,"Want a winning vocabulary? Ace vocabulary from tennis, tackle words from football, knock it out of the park with baseball banter, and slam dunk with definitions of basketball terms.",https://cdn.vocabulary.com/units/iofdi62y/feature.png?width=500&v=195913dfca1,,,"Grade 5,Grade 9,Grade 10,Just for Fun",/lists/iofdi62y/wide-words-of-sports
Miracle's Boys,,Lafayette and his brothers struggle to make it on their own in New York City.,https://cdn.vocabulary.com/units/iplsb2tq/cover.jpeg?width=220&v=16ecc49b883,https://www.amazon.com/dp/0142415537?tag=vocabulary01-20,Jacqueline Woodson,Literature,/lists/iplsb2tq/miracles-boys
Determined to Stay,Palestinian Youth Fight for Their Village,"This nonfiction text details native populations' struggles against the brutal injustices of colonization by focusing primarily on the history of Silwan, a village in Palestine that has been controlled by the Roman and Ottoman Empires, England, Jordan, and Israel.",https://cdn.vocabulary.com/units/iq3kcmzs/cover.jpg?width=220&v=1948a140cca,https://www.amazon.com/dp/B0BN2CHLDW?tag=vocabulary01-20,Jody Sokolower,Non-Fiction,/lists/iq3kcmzs/determined-to-stay
Utopia,,"In this 16th-century book, More imagines an ideal state. More coined the word utopia, which literally means ""nowhere."" Read the full text here.",https://cdn.vocabulary.com/units/iqerlksm/cover.jpeg?width=220&v=17ae9232a67,https://www.amazon.com/dp/0140449108?tag=vocabulary01-20,Thomas More,"Grade 12,Literature",/lists/iqerlksm/utopia
Hurricane Child,,"Born on the U.S. Virgin Islands during a hurricane, Caroline has always considered herself unlucky: she is bullied at school, her mother has disappeared, and, worst of all, she seems to be haunted by a spirit. But a new friendship will force Caroline to face her problems and perhaps turn her luck around.",https://cdn.vocabulary.com/units/iqrpnokv/cover.jpeg?width=220&v=1739ac07b7a,https://www.amazon.com/dp/1338129309?tag=vocabulary01-20,Kacen Callender,"Literature,Non-Fiction",/lists/iqrpnokv/hurricane-child
Tracking Trash,"Flotsam, Jetsam, and the Science of Ocean Motion",This installment of the Scientists in the Field series explores how trash circulates and accumulates in the world's oceans.,https://cdn.vocabulary.com/units/ir7kl4lm/cover.jpg?width=220&v=1720a84d10a,https://www.amazon.com/dp/0547328605?tag=vocabulary01-20,Loree Griffin Burns,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction,Just for Fun",/lists/ir7kl4lm/tracking-trash
Dawn,,"Elisha, a Holocaust survivor living in Palestine, joins a paramilitary group and is ordered to execute a British officer. As he waits for dawn, when the execution is to take place, he meditates on his life.",https://cdn.vocabulary.com/units/irflgpor/cover.jpeg?width=220&v=16df8ea00d1,https://www.amazon.com/dp/0809037726?tag=vocabulary01-20,Elie Wiesel,Literature,/lists/irflgpor/dawn
"Commonly Confused Words, Grades 9–10",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that ninth- and tenth-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/isf66362/feature.png?width=500&v=18e1a702e7e,,,"Grade 9,Grade 10",/lists/isf66362/commonly-confused-words-grades-9-and-10
The Souls of Black Folk,,W.E.B. Du Bois explores the struggles and triumphs of generations of African Americans in this collection of essays. Read the full text here.,https://cdn.vocabulary.com/units/ishqptbe/cover.jpeg?width=220&v=16d26bb9ceb,https://www.amazon.com/dp/014018998X?tag=vocabulary01-20,W.E.B. Du Bois,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/ishqptbe/souls-of-black-folk
The Fault in Our Stars,,Teenagers Hazel Grace Lancaster and Augustus Waters form an intense bond when they meet in a cancer support group in Indiana.,https://cdn.vocabulary.com/units/isuhgv5r/cover.jpeg?width=220&v=189ac486d71,https://www.amazon.com/dp/014242417X?tag=vocabulary01-20,John Green,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/isuhgv5r/fault-in-our-stars
Red Scarf Girl,A Memoir of the Cultural Revolution,"Ji-li Jiang lived a happy life in China until the Cultural Revolution of 1966. As political unrest and division swept the country, her father was imprisoned and her life was turned upside down. In this memoir, she provides a window into a transformative period in Chinese history.",https://cdn.vocabulary.com/units/isvxm63o/cover.jpeg?width=220&v=1893104eac5,https://www.amazon.com/dp/0064462080?tag=vocabulary01-20,Ji-li Jiang,"Grade 6,Grade 7,Grade 8,Literature,Non-Fiction",/lists/isvxm63o/red-scarf-girl
Funeral Songs for Dying Girls,,"Living in the Toronto cemetery where her father works and her mother is buried, sixteen-year-old Winifred Blight often wanders around the graves at night, which leads to the belief that they would be a good moneymaking addition to a haunted ghost tour.",https://cdn.vocabulary.com/units/itmeg3eb/cover.png?width=220&v=1905066e167,https://www.amazon.com/dp/0735265631?tag=vocabulary01-20,Cherie Dimaline,Literature,/lists/itmeg3eb/funeral-songs-for-dying-girls
Shadow and Bone,,"In the first book of the Grishaverse trilogy, a soldier discovers she has magical powers and begins training with an elite military force.",https://cdn.vocabulary.com/units/itmgbegy/cover.jpeg?width=220&v=17a0b00f350,https://www.amazon.com/dp/1250027438?tag=vocabulary01-20,Leigh Bardugo,Just for Fun,/lists/itmgbegy/shadow-and-bone
The Double Helix,A Personal Account of the Discovery of the Structure of DNA,"Francis Crick and James Watson changed the world forever—and won a Nobel Prize—when they uncovered the structure of DNA. In this memoir, Watson reveals the story behind their discovery.",https://cdn.vocabulary.com/units/itujrt4a/cover.jpeg?width=220&v=16c25542540,https://www.amazon.com/dp/074321630X?tag=vocabulary01-20,James D. Watson,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/itujrt4a/double-helix
Native Speaker,,Secret agent Henry Park is torn between his American identity and his Korean heritage.,https://cdn.vocabulary.com/units/iu5xekkw/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1573225312?tag=vocabulary01-20,Chang-rae Lee,Literature,/lists/iu5xekkw/native-speaker
Full of Beans,,"After taking a new job to help out his family during the Great Depression, ten-year-old Beans Curry learns that some actions can have dire consequences.",https://cdn.vocabulary.com/units/iwe6chhj/cover.jpeg?width=220&v=195a589f82e,https://www.amazon.com/dp/055351038X?tag=vocabulary01-20,Jennifer L. Holm,"Grade 6,Grade 7,Grade 8,Literature",/lists/iwe6chhj/full-of-beans
The Heart Is a Lonely Hunter,,"In this classic novel, the lonely inhabitants of a small Georgia town find companionship with John Singer, who is deaf and mute.",https://cdn.vocabulary.com/units/iwssxvnk/cover.jpeg?width=220&v=16c24eebd02,https://www.amazon.com/dp/0618526412?tag=vocabulary01-20,Carson McCullers,Just for Fun,/lists/iwssxvnk/heart-is-a-lonely-hunter
Moby Dick,,"After signing up as a sailor on the Pequod, Ishmael discovers that Captain Ahab, unlike his crew, does not hunt a whale to make money off its oil, but rather, to get revenge for his lost leg. Read the full text here.",https://cdn.vocabulary.com/units/iwtbe6bq/cover.jpeg?width=220&v=18a1e81fcd0,https://www.amazon.com/dp/0553213113?tag=vocabulary01-20,Herman Melville,"Grade 10,Just for Fun",/lists/iwtbe6bq/moby-dick
Civil Disobedience,,"Originally published as ""On the Duty of Disobedience"" and based on an 1848 lecture, Thoreau's work is a civil libertarian classic. Questioning the authority of all governments, Thoreau especially challenges both the right of the state to tax him and the morality of a government that allows slavery.",https://cdn.vocabulary.com/units/izjau3be/cover.jpeg?width=220&v=17209960022,https://www.amazon.com/dp/0486275639?tag=vocabulary01-20,Henry David Thoreau,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/izjau3be/civil-disobedience
Ripped from the Headlines: July 2021,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/izlluqkk/feature.png?width=500&v=17cc807ec05,,,Events,/lists/izlluqkk/ripped-from-the-headlines-july-2021
Presidential Parlance,Inspiring and Thought-Provoking Words from U.S. Presidents,These speeches by U.S. Presidents from Abraham Lincoln to Ronald Reagan introduced a number of enduring phrases—like “military-industrial complex” and “rugged individualism”—into the American lexicon. Explore our collection of pivotal presidential speeches and learn the words that captivated a nation.,https://cdn.vocabulary.com/units/izmfh6e4/feature.png?width=500&v=194898ccd76,,,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/izmfh6e4/presidential-parlance
Society and Solitude,,"In this collection of twelve essays, the leader of New England's transcendentalist movement shares his philosophical ideas on different aspects of mid-nineteenth-century life. Read the full text here.",https://cdn.vocabulary.com/units/j3foepjh/cover.png?width=220&v=18a288447cb,,Ralph Waldo Emerson,"Grade 11,Non-Fiction",/lists/j3foepjh/society-and-solitude
Adrift,,A summer job in a beach town turns into a nightmare for a teenage boy and his friends when they are swept out to sea in a stolen boat.,https://cdn.vocabulary.com/units/j3xycrmi/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0545709393?tag=vocabulary01-20,Paul Griffin,Literature,/lists/j3xycrmi/adrift
Amazing Animals,,"Explore the world of animals with this collection of words that will make you go hog wild! From aardvarks to zebras, it's sure to be more fun than a barrel full of monkeys!",https://cdn.vocabulary.com/units/j5vdisvd/feature.png?width=500&v=181de5ad17a,,,"Grade 5,Just for Fun",/lists/j5vdisvd/amazing-animals
Furia,,An Argentinian teenager keeps her success as a soccer player — and her dreams of attending college in North America — a secret from her family.,https://cdn.vocabulary.com/units/j726hoyh/cover.jpeg?width=220&v=1766ce66c30,https://www.amazon.com/dp/1616209917?tag=vocabulary01-20,Yamile Saied Méndez,Literature,/lists/j726hoyh/furia
Paradise on Fire,,"Haunted by the memories of a fire that killed her parents, fifteen-year old Addy must lead her friends to safety after encountering a forest fire during a summer wilderness program.",https://cdn.vocabulary.com/units/j7baeth2/cover.jpeg?width=220&v=17e7e534d0c,https://www.amazon.com/dp/031649383X?tag=vocabulary01-20,Jewell Parker Rhodes,Literature,/lists/j7baeth2/paradise-on-fire
Turtles All the Way Down,,"Sixteen-year-old Aza investigates the disappearance of a local billionaire and navigates complicated relationships with her mom, best friend, and a new romantic interest, all while trying to manage obsessive-compulsive disorder.",https://cdn.vocabulary.com/units/j7vfnfww/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0525555366?tag=vocabulary01-20,John Green,Literature,/lists/j7vfnfww/turtles-all-the-way-down
African Town,,"Told from different perspectives, this novel-in-verse was inspired by the true story of the ship Clotilda, which transported West Africans from Dahomey to Mobile, Alabama, where the slaves emancipated after the Civil War founded their own town.",https://cdn.vocabulary.com/units/jaji33ou/cover.png?width=220&v=18ccbd38f48,https://www.amazon.com/dp/0593322908?tag=vocabulary01-20,Irene Latham,Literature,/lists/jaji33ou/african-town
Ripped from the Headlines: January 2021,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/jbhnx4i6/feature.png?width=500&v=17e30985c2c,,,Events,/lists/jbhnx4i6/ripped-from-the-headlines-january-2021
Essential Word Roots,A Garden of Resources for Budding Etymologists,Grow your vocabulary by mastering the most common Greek and Latin word roots used in English. Our essential collection covers everything from amb (“walk”) to tor (“twist”).,https://cdn.vocabulary.com/units/jcmqdia6/feature.png?width=500&v=195207d77ba,,,"Test-Prep,Roots & Affixes",/lists/jcmqdia6/essential-word-roots
The Lost City of Z,A Tale of Deadly Obsession in the Amazon,"This nonfiction narrative traces the journey of the author through the Amazon to investigate the 1925 disappearance of the British explorer Percy Harrison Fawcett, who was on a quest to prove the existence of an ancient civilization within a harsh environment.",https://cdn.vocabulary.com/units/jdy3f3o7/cover.png?width=220&v=18e199eee6c,https://www.amazon.com/dp/1471164918?tag=vocabulary01-20,David Grann,Non-Fiction,/lists/jdy3f3o7/lost-city-of-z
Ripped from the Headlines: April 2020,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/jdzvtjru/feature.png?width=500&v=171cde5a6d6,,,Events,/lists/jdzvtjru/ripped-from-the-headlines-april-2020
Under a Painted Sky,,"When 15-year-old Samantha, a Chinese-American girl living in Missouri in the mid-19th-century, finds herself on the wrong side of the law, she and her best friend embark on a journey westward, following the Oregon Trail.",https://cdn.vocabulary.com/units/jfht65fm/cover.jpeg?width=220&v=17295ac110b,https://www.amazon.com/dp/0147511844?tag=vocabulary01-20,Stacey Lee,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/jfht65fm/under-a-painted-sky
Grown,,An aspiring singer must prove she didn't murder the R&B star who took her under his wing.,https://cdn.vocabulary.com/units/jfhuqiw2/cover.jpeg?width=220&v=1774acfaaa7,https://www.amazon.com/dp/0062840355?tag=vocabulary01-20,Tiffany D. Jackson,Literature,/lists/jfhuqiw2/grown
A Raisin in the Sun,,"In the 1940s, a working class African-American family in Chicago must decide how to best spend a ten-thousand dollar insurance payout.",https://cdn.vocabulary.com/units/jg6ao4rg/cover.jpeg?width=220&v=16c2510b1b7,https://www.amazon.com/dp/0679755330?tag=vocabulary01-20,Lorraine Hansberry,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/jg6ao4rg/raisin-in-the-sun
Parachutes,,Claire's parents send her from China to California to live with a host family and attend an American high school.,https://cdn.vocabulary.com/units/jha2ydkx/cover.jpeg?width=220&v=177873bb5ef,https://www.amazon.com/dp/0062941089?tag=vocabulary01-20,Kelly Yang,Literature,/lists/jha2ydkx/parachutes
The Shining,,"In this classic horror novel, Jack Torrance takes a job as a caretaker at the Overlook Hotel, where he and his family are tormented by the hotel's haunting influence.",https://cdn.vocabulary.com/units/jho3cwkz/cover.jpeg?width=220&v=17454d7df72,https://www.amazon.com/dp/0345806786?tag=vocabulary01-20,Stephen King,Literature,/lists/jho3cwkz/shining
