Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
Restart,,"After an accident leaves him with amnesia, Chase must figure out who he was — and who he wants to be.",https://cdn.vocabulary.com/units/wdkutjo7/cover.jpeg?width=220&v=174fa866a44,https://www.amazon.com/dp/1338053809?tag=vocabulary01-20,Gordon Korman,"Grade 5,Grade 7",/lists/wdkutjo7/restart
"Grab Bag for Word Nerds, Part Two","A(nother) Lexicon for Literati, Logophiles, and Sesquipedalianists","This collection celebrates words about words in a number of forms. From the science of written and spoken language to terms for slang to confusing words made from common ones, this plenitude of parlance will satisfy the most voracious verbivore. Check out Grab Bag for Word Nerds: Part One.",https://cdn.vocabulary.com/units/weoq6olc/feature.png?width=500&v=175650a1831,,,Just for Fun,/lists/weoq6olc/grab-bag-for-word-nerds-part-two
Breadcrumbs,,"In this modernized fairy tale, Hazel must journey into an icy forest to rescue her best friend Jack from a snow queen.",https://cdn.vocabulary.com/units/weteackv/cover.jpg?width=220&v=1717a127d7a,https://www.amazon.com/dp/0062015060?tag=vocabulary01-20,Anne Ursu,Literature,/lists/weteackv/breadcrumbs
One for the Murphys,,"After being placed with a foster family, 12-year-old Carley struggles to figure out where she belongs.",https://cdn.vocabulary.com/units/wg24qmhc/cover.jpeg?width=220&v=16e17c6827c,https://www.amazon.com/dp/0142426520?tag=vocabulary01-20,Lynda Mullaly Hunt,Literature,/lists/wg24qmhc/one-for-the-murphys
Slay,,"No one knows that seventeen-year-old Kiera Johnson is the developer behind a popular online role-playing game called SLAY. But when the game is linked to an act of violence in the real world, growing controversy puts both Kiera and her game at risk.",https://cdn.vocabulary.com/units/wgeeqijx/cover.jpeg?width=220&v=1722dac28ea,https://www.amazon.com/dp/1534445420?tag=vocabulary01-20,Brittney Morris,Literature,/lists/wgeeqijx/slay
The Namesake,,"Born to Indian immigrants and legally named after a Russian writer, but familiarly called Nikhil, Gogol Ganguli grows up in Massachusetts struggling with his parents' choices and expectations.",https://cdn.vocabulary.com/units/wh3thsf6/cover.jpeg?width=220&v=189f43ca700,https://www.amazon.com/dp/0618485228?tag=vocabulary01-20,Jhumpa Lahiri,"Grade 11,Grade 12",/lists/wh3thsf6/namesake
The Omnivore's Dilemma,,"Adapted for young readers, this important work is an investigation into the ways food production is shaped by politics and the effects of our food choices.",https://cdn.vocabulary.com/units/whbnyr63/cover.jpeg?width=220&v=182832a8733,https://www.amazon.com/dp/1101993839?tag=vocabulary01-20,Michael Pollan,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction,Just for Fun",/lists/whbnyr63/omnivores-dilemma
Clap When You Land,,"After their father dies in a plane crash, two sisters who never met must come to terms with each other's existence.",https://cdn.vocabulary.com/units/whwvuwoc/cover.jpeg?width=220&v=18052e84ecf,https://www.amazon.com/dp/0062882767?tag=vocabulary01-20,Elizabeth Acevedo,Literature,/lists/whwvuwoc/clap-when-you-land
Instructions for Dancing,,"When her parents' seemingly happy marriage breaks up, high school senior Yvette (Evie) Antoinette Thomas decides she doesn't believe in love anymore, until she starts taking ballroom dancing lessons in preparation for a Los Angeles competition.",https://cdn.vocabulary.com/units/wi337qtd/cover.png?width=220&v=18d47833d69,https://www.amazon.com/dp/1524718998?tag=vocabulary01-20,Nicola Yoon,Literature,/lists/wi337qtd/instructions-for-dancing
The Duchess of Malfi,,"Money, power, and love destroy a noble family in this semi-historical tragedy by John Webster. Learn these words that first shook The Globe Theater in 1614. Read the full text here.",https://cdn.vocabulary.com/units/wieucy2r/cover.jpeg?width=220&v=16dd4a17367,https://www.amazon.com/dp/0393923258?tag=vocabulary01-20,John Webster,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/wieucy2r/duchess-of-malfi
If I Stay,,Seventeen ­year-old Mia has an out-of-body experience—and faces a heartbreaking choice—after a devastating car accident.,https://cdn.vocabulary.com/units/wj4jflgz/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/014241543X?tag=vocabulary01-20,Gayle Forman,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/wj4jflgz/if-i-stay
Fences,,"Set against the backdrop of the Civil Rights Movement, this Pulitzer Prize-winning play follows former baseball player Troy Maxson as he tries to find his place in the world and navigate troubled relationships with his wife and son.",https://cdn.vocabulary.com/units/wjldihvi/cover.jpeg?width=220&v=16f24daca99,https://www.amazon.com/dp/0452264014?tag=vocabulary01-20,August Wilson,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/wjldihvi/fences
More to the Story,,"Jameela is excited to work on the staff of her school newspaper, but she must deal with a tough editor-in-chief, the prolonged absence of her father, and her sister's serious illness.",https://cdn.vocabulary.com/units/wjzlfdvd/cover.jpeg?width=220&v=17bf4b943a5,https://www.amazon.com/dp/1481492101?tag=vocabulary01-20,Hena Khan,Grade 7,/lists/wjzlfdvd/more-to-the-story
The Midwife's Apprentice,,"In medieval England, an orphaned girl named Brat becomes an apprentice to Jane Sharp, the local midwife.",https://cdn.vocabulary.com/units/wjzm7opu/cover.jpeg?width=220&v=16d7356737e,https://www.amazon.com/dp/1328631125?tag=vocabulary01-20,Karen Cushman,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/wjzm7opu/midwifes-apprentice
The Blackbird Girls,,"In this work of historical fiction, two Soviet girls are sent to a new home after the Chernobyl disaster.",https://cdn.vocabulary.com/units/wkhai7uc/cover.jpeg?width=220&v=179f11a012f,https://www.amazon.com/dp/1984837370?tag=vocabulary01-20,Anne Blankman,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/wkhai7uc/blackbird-girls
The Adventures of Tom Sawyer,,"Good-hearted but mischievous, Tom Sawyer can't keep himself out of trouble as he grows up in a small town on the Mississippi River. Read the full text here.",https://cdn.vocabulary.com/units/wl25ivkp/cover.jpeg?width=220&v=16c40047762,https://www.amazon.com/dp/014310733X?tag=vocabulary01-20,Mark Twain,Grade 8,/lists/wl25ivkp/adventures-of-tom-sawyer
Wolf Hollow,,"During World War II, a 12-year-old girl named Annabelle befriends a reclusive veteran and contends with a vicious bully.",https://cdn.vocabulary.com/units/wllplbkn/cover.jpeg?width=220&v=171323d5a85,https://www.amazon.com/dp/1101994843?tag=vocabulary01-20,Lauren Wolk,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/wllplbkn/wolf-hollow
Insignificant Events in the Life of a Cactus,,"When her parents take jobs at a western theme park in Arizona, Aven gets caught up in a local mystery — and tries to adjust to a new school.",https://cdn.vocabulary.com/units/wlmzsgpd/cover.jpeg?width=220&v=16e47a0788e,https://www.amazon.com/dp/1454932996?tag=vocabulary01-20,Dusti Bowling,Literature,/lists/wlmzsgpd/insignificant-events-in-the-life-of-a-cactus
The Queen's Gambit,,A young girl experiences triumph and despair as she becomes immersed in the world of competitive chess.,https://cdn.vocabulary.com/units/wlq56ywp/cover.jpeg?width=220&v=1764ddc2e66,https://www.amazon.com/dp/1400030609?tag=vocabulary01-20,Walter Tevis,Literature,/lists/wlq56ywp/queens-gambit
The Blood Years,,"As a Jewish teenager in German-occupied Romania during World War II, Frederieke Teitler struggles with the sacrifices she makes in order to survive.",https://cdn.vocabulary.com/units/wn5wwohv/cover.png?width=220&v=18ea4760c0e,https://www.amazon.com/dp/0062990861?tag=vocabulary01-20,Elana K. Arnold,Literature,/lists/wn5wwohv/blood-years
Spies,The Secret Showdown Between America and Russia,"In this riveting nonfiction account, Marc Favreau explores the role of espionage in the Cold War.",https://cdn.vocabulary.com/units/wnnuje42/cover.jpeg?width=220&v=1758f5ad7c5,https://www.amazon.com/dp/0316545929?tag=vocabulary01-20,Marc Favreau,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/wnnuje42/spies
A Thousand Steps into Night,,"After receiving a curse that causes her to slowly transform into a demon with a deadly touch, Miuko embarks on a quest to find a cure so that she can return to her normal life.",https://cdn.vocabulary.com/units/wnumj22f/cover.png?width=220&v=1848d0d3817,https://www.amazon.com/dp/0358469988?tag=vocabulary01-20,Traci Chee,Literature,/lists/wnumj22f/thousand-steps-into-night
Milkweed,,"""Stop! Thief!"" are the words often shouted at him, so a young orphan takes that as his name as he struggles to survive in Warsaw during World War II.",https://cdn.vocabulary.com/units/woal2ouy/cover.jpeg?width=220&v=188ea24ba65,https://www.amazon.com/dp/B000FBJCLM?tag=vocabulary01-20,Jerry Spinelli,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/woal2ouy/milkweed
The Last Lecture,,"After being diagnosed with terminal cancer, professor Randy Pausch wrote this inspirational book about achieving one's dreams.",https://cdn.vocabulary.com/units/wogzmsvd/cover.jpg?width=220&v=172bd61ca55,https://www.amazon.com/dp/1401323251?tag=vocabulary01-20,Randy Pausch,Non-Fiction,/lists/wogzmsvd/last-lecture
Troublemaker,,"When riots break out in Los Angeles, sixth-grader Jordan Park decides he must go to his family's store to protect his father.",https://cdn.vocabulary.com/units/woj77gug/cover.png?width=220&v=1882fd1e952,https://www.amazon.com/dp/0759554471?tag=vocabulary01-20,John Cho,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/woj77gug/troublemaker
Ripped from the Headlines: March 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/woy4a3h7/feature.png?width=500&v=186a30a3dbc,,,Events,/lists/woy4a3h7/ripped-from-the-headlines-march-2022
A Step from Heaven,,"Young Ju immigrates to the United States from Korea, but she struggles to fit in to her new culture and to cope with her increasingly fractured family.",https://cdn.vocabulary.com/units/wpa43y3s/cover.jpg?width=220&v=1716045c41b,https://www.amazon.com/dp/1481442368?tag=vocabulary01-20,An Na,Literature,/lists/wpa43y3s/step-from-heaven
Somewhere Between Bitter and Sweet,,Teenagers Penelope and Xander navigate first love and family matters while working at Penelope's father's restaurant.,https://cdn.vocabulary.com/units/wq7kp3au/cover.jpeg?width=220&v=183ebb48fa8,https://www.amazon.com/dp/031646029X?tag=vocabulary01-20,Laekan Zea Kemp,Literature,/lists/wq7kp3au/somewhere-between-bitter-and-sweet
Front Desk,,"Ten-year-old Mia Tang lives and works at the motel where her immigrant parents are employed. Together, Mia and her family strive to make a better life for themselves — and for other immigrants in their community.",https://cdn.vocabulary.com/units/wrl3j254/cover.jpeg?width=220&v=16c256c9767,https://www.amazon.com/dp/1338157825?tag=vocabulary01-20,Kelly Yang,"Grade 5,Literature,Non-Fiction",/lists/wrl3j254/front-desk
Not So Pure and Simple,,"Del Rainey joins a church group in order to get close to his crush, Kiera Westing.",https://cdn.vocabulary.com/units/wskvuuuu/cover.jpeg?width=220&v=17339bdee99,https://www.amazon.com/dp/0062349198?tag=vocabulary01-20,Lamar Giles,Literature,/lists/wskvuuuu/not-so-pure-and-simple
Astronauts,Women on the Final Frontier,"Using a graphic novel format, the authors of Primates tell the stories of the first women in space, focusing on astronaut Mary Cleave.",https://cdn.vocabulary.com/units/wt3c46uo/cover.jpeg?width=220&v=17035644a92,https://www.amazon.com/dp/1250760038?tag=vocabulary01-20,Jim Ottaviani,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/wt3c46uo/astronauts
Sisters,,"In this graphic memoir, Raina Telgemeier recounts a childhood road trip to Colorado and explores her relationship with her sister Amara.",https://cdn.vocabulary.com/units/wufypo3k/cover.jpeg?width=220&v=16d26dd71cf,https://www.amazon.com/dp/0545540607?tag=vocabulary01-20,Raina Telgemeier,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/wufypo3k/sisters
The Poisonwood Bible,,"Spanning three decades, this novel tells the story of the Prices, a missionary family that settles in the Belgian Congo in the late 1950s.",https://cdn.vocabulary.com/units/wuwzr44z/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B000QTE9WU?tag=vocabulary01-20,Barbara Kingsolver,Grade 11,/lists/wuwzr44z/poisonwood-bible
Some Places More Than Others,,Eleven-year-old Amara visits Harlem with her father to learn more about her family's history.,https://cdn.vocabulary.com/units/wvc5up5m/cover.jpeg?width=220&v=1701c2d0bff,https://www.amazon.com/dp/1681191083?tag=vocabulary01-20,Renée Watson,Literature,/lists/wvc5up5m/some-places-more-than-others
Twilight,,"Bella Swan moves to Forks, Washington, where she meets the enigmatic Edward Cullen, a classmate with a dark secret.",https://cdn.vocabulary.com/units/wvceacd5/cover.jpeg?width=220&v=1811ae846d5,https://www.amazon.com/dp/0316015849?tag=vocabulary01-20,Stephenie Meyer,"Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/wvceacd5/twilight
The One and Only Ivan,,"Inspired by true events, this award-winning novel by Katherine Applegate tells the story of a captive gorilla and the elephant he befriends.",https://cdn.vocabulary.com/units/wwhbu4wt/cover.jpeg?width=220&v=1811af8a4f0,https://www.amazon.com/dp/0061992275?tag=vocabulary01-20,Katherine Applegate,"Grade 5,Literature,Non-Fiction",/lists/wwhbu4wt/one-and-only-ivan
In the Shadow of Liberty,,This historical narrative shines a spotlight on the little-known details of how America's freedoms were shaped by four presidents who relied heavily on their slaves.,https://cdn.vocabulary.com/units/wwnndfxk/cover.png?width=220&v=18da35e547c,https://www.amazon.com/dp/1250144116?tag=vocabulary01-20,Kenneth C. Davis,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/wwnndfxk/in-the-shadow-of-liberty
Ella Enchanted,,"In this reimagining of the Cinderella story, Ella tries to escape a curse that prevents her from disobeying orders.",https://cdn.vocabulary.com/units/wxuql44w/cover.jpeg?width=220&v=16c3016f778,https://www.amazon.com/dp/0060275103?tag=vocabulary01-20,Gail Carson Levine,"Grade 5,Grade 6,Literature",/lists/wxuql44w/ella-enchanted
Ripped from the Headlines: April 2023,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/x4feluap/feature.png?width=500&v=18ea9cc0d01,,,Events,/lists/x4feluap/ripped-from-the-headlines-april-2023
Posted,,"Students at Branton Middle School begin communicating with each other by means of sticky notes — but soon, kids are using words as weapons.",https://cdn.vocabulary.com/units/x4izrnyk/cover.jpeg?width=220&v=17dbaa9ecbb,https://www.amazon.com/dp/0062338218?tag=vocabulary01-20,John David Anderson,Grade 5,/lists/x4izrnyk/posted
Leah on the Offbeat,,"In this sequel to Simon vs. the Homo-Sapiens Agenda, Leah Burke navigates difficulties during her senior year: her mom's new relationship, college admissions, tensions among her friends, and a painful crush.",https://cdn.vocabulary.com/units/x4towned/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B071DSNY66?tag=vocabulary01-20,Becky Albertalli,Literature,/lists/x4towned/leah-on-the-offbeat
Alice's Adventures in Wonderland,,"Alice falls asleep in a meadow and wakes in a surreal world inhabited by characters such as the White Rabbit, the Red Queen, and the Cheshire Cat. Learn these words from Lewis Carroll's delightful and witty novel.",https://cdn.vocabulary.com/units/x52pkuxy/cover.jpeg?width=220&v=16c2495a33d,https://www.amazon.com/dp/1680922238?tag=vocabulary01-20,Lewis Carroll,"Grade 6,Grade 7,Grade 8,Literature",/lists/x52pkuxy/alices-adventures-in-wonderland
Ripped from the Headlines: December 2020,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/x573pkl5/feature.png?width=500&v=17d7cacd816,,,Events,/lists/x573pkl5/ripped-from-the-headlines-december-2020
Snow Falling on Cedars,,"In the shadow of World War II, a Japanese-American man is accused of murdering a fisherman, exposing long-buried secrets, animosity, and prejudice in the island community of San Piedro.",https://cdn.vocabulary.com/units/x57aapg3/cover.jpeg?width=220&v=16c24f2b9fc,https://www.amazon.com/dp/B01FIWDQX2?tag=vocabulary01-20,David Guterson,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/x57aapg3/snow-falling-on-cedars
AP English Language and Composition Exam,,"Ensure you're prepared for the AP English Language and Composition Exam by learning the words in this collection of essential vocabulary. Our lists cover the language you'll see in test questions and writing prompts, important rhetorical and literary terminology, and vocabulary related to writing and grammar.",https://cdn.vocabulary.com/units/x6acjnl7/feature.png?width=500&v=1778cea5708,,,"Grade 11,Grade 12,Test-Prep",/lists/x6acjnl7/ap-english-language-and-composition-exam
The Pinballs,,Three children strike up a friendship as they try to navigate life in foster care.,https://cdn.vocabulary.com/units/x7gaa5ac/cover.jpg?width=220&v=17b9dcfbf71,https://www.amazon.com/dp/0064401987?tag=vocabulary01-20,Betsy Byars,Literature,/lists/x7gaa5ac/pinballs
The Incredible Journey,,This classic novel tells the story of three pets who go on a quest through the wilderness to reunite with their owner.,https://cdn.vocabulary.com/units/x7onf73h/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0440413249?tag=vocabulary01-20,Sheila Burnford,"Grade 5,Literature,Just for Fun",/lists/x7onf73h/incredible-journey
Ripped from the Headlines: December 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/x7q4oudn/feature.png?width=500&v=193e5430c49,,,Events,/lists/x7q4oudn/ripped-from-the-headlines-december-2024
"Tiger, Tiger",,This historical novel traces the lives of two tiger cubs in ancient Rome.,https://cdn.vocabulary.com/units/x7sr3hfj/cover.jpeg?width=220&v=16c301bcb64,https://www.amazon.com/dp/044042044X?tag=vocabulary01-20,Lynne Reid Banks,"Grade 6,Grade 7,Grade 8,Literature",/lists/x7sr3hfj/tiger-tiger
The Grand Escape,The Greatest Prison Breakout of the 20th Century,This riveting book tells the true story of a group of prisoners of war who escaped from Germany during World War I.,https://cdn.vocabulary.com/units/x7xt6hxi/cover.jpeg?width=220&v=178cc32d59d,https://www.amazon.com/dp/1338713663?tag=vocabulary01-20,Neal Bascomb,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/x7xt6hxi/grand-escape
Run: Book One,,"In this follow-up to the March trilogy, created with Andrew Aydin and Nate Powell, John Lewis recounts the efforts of civil rights activists to register Black voters and support Black candidates for political office.",https://cdn.vocabulary.com/units/xafrwlae/cover.jpeg?width=220&v=17d385ccb9c,https://www.amazon.com/dp/141973069X?tag=vocabulary01-20,John Lewis,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/xafrwlae/run-book-one
Walden,,"In this classic of the transcendentalist movement, Thoreau explains what he learned by living simply and in seclusion near a pond in eastern Massachusetts. Read the full texthere.",https://cdn.vocabulary.com/units/xax3mhqe/cover.jpeg?width=220&v=18066077e22,https://www.amazon.com/dp/0140390448?tag=vocabulary01-20,Henry David Thoreau,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/xax3mhqe/walden
Honey and Me,,"Having known Hencha “Honey” Wine since they were two years old, Milla Ruth Bloom is surprised when sixth grade and their upcoming bat mitzvahs bring on unexpected challenges to their friendship.",https://cdn.vocabulary.com/units/xcdqirck/cover.png?width=220&v=18ab8db64d2,https://www.amazon.com/dp/1338155431?tag=vocabulary01-20,Meira Drazin,Literature,/lists/xcdqirck/honey-and-me
Votes for Women!,,This book traces the long and difficult fight for women's voting rights in the United States.,https://cdn.vocabulary.com/units/xcv3cvnz/cover.jpeg?width=220&v=16c24fa473d,https://www.amazon.com/dp/1616207345?tag=vocabulary01-20,Winifred Conkling,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/xcv3cvnz/votes-for-women
Wily Words,Learn the Ins and Outs of These Tricky Terms,"Watch out! It’s easy to get tripped up on the tricky words in this collection, which are often mispronounced, misspelled, or mistaken for other terms. Clear up the confusion by practicing these lists.",https://cdn.vocabulary.com/units/xcz5namn/feature.png?width=500&v=16d93244c31,,,"Grade 9,Grade 10,Just for Fun",/lists/xcz5namn/wily-words
The Federalist Papers,,"The essays collectively called The Federalist Papers were written by Alexander Hamilton, James Madison, and John Jay to overcome common objections to the proposed United States Constitution and encourage its ratification. Our lists will ensure you understand essential vocabulary from these foundational works of U.S. government.",https://cdn.vocabulary.com/units/xdf4o5f7/feature.png?width=500&v=1702ea30b48,,,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/xdf4o5f7/federalist-papers
In Real Life,,"Anda loves playing Coarsegold Online, and she discovers that she can make real money by hunting down the ""gold farmers"" who find valuables in the game and sell them to richer players. When she befriends a gold farmer, however, she learns that his real-life circumstances are much more complicated than she expected.",https://cdn.vocabulary.com/units/xhluhhip/cover.jpeg?width=220&v=16c8c3b84eb,https://www.amazon.com/dp/1596436581?tag=vocabulary01-20,Cory Doctorow,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/xhluhhip/in-real-life
The Manifestor Prophecy,"Nic Blake and the Remarkables, Book 1","In this first book of the Nic Blake and the Remarkables series, twelve-year-old Alexis Nichole Blake is an exile in the Unremarkable world who wants to learn how to use her Gift as a Manifestor, which includes controlling the elements, summoning objects, and creating illusions.",https://cdn.vocabulary.com/units/xig7nitc/cover.png?width=220&v=18d1ebb02a9,https://www.amazon.com/dp/0063225131?tag=vocabulary01-20,Angie Thomas,Literature,/lists/xig7nitc/manifastor-prophecy
"Bless Me, Ultima",,"As he grows up and develops his own sense of identity, Tony is guided by Ultima, a curandera who heals with magic.",https://cdn.vocabulary.com/units/xihaemx4/cover.jpeg?width=220&v=16c30182909,https://www.amazon.com/dp/0446600253?tag=vocabulary01-20,Rudolfo Anaya,"Grade 9,Literature",/lists/xihaemx4/bless-me-ultima
Secret Coders,,"In this graphic novel, Hopper and Eni investigate strange creatures and happenings at their school.",https://cdn.vocabulary.com/units/xjfbml34/cover.jpeg?width=220&v=17b73fd6a15,https://www.amazon.com/dp/1626720754?tag=vocabulary01-20,Gene Luen Yang,"Grade 5,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/xjfbml34/secret-coders
"Drums, Girls, and Dangerous Pie",,"When his little brother is diagnosed with leukemia, Steven's normal teenage life is thrown into chaos.",https://cdn.vocabulary.com/units/xk6fz6yf/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0545722861?tag=vocabulary01-20,Jordan Sonnenblick,Literature,/lists/xk6fz6yf/drums-girls-and-dangerous-pie
National Grilled Cheese Day,,Celebrate the cheesiest holiday of the year with this carblection of vocabulary that's sure to melt your heart and give your taste buds gooey joy.,https://cdn.vocabulary.com/units/xkgoyedj/feature.png?width=500&v=18f58c78cd6,,,Just for Fun,/lists/xkgoyedj/national-grilled-cheese-day
The Truth as Told by Mason Buttle,,"Twelve-year-old Mason Buttle is struggling to cope with learning disabilities, bullies, and the sudden death of his friend Benny. When the investigation into Benny's death casts suspicion on Mason himself, he becomes even more determined to uncover the truth.",https://cdn.vocabulary.com/units/xklmno43/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0062491431?tag=vocabulary01-20,Leslie Connor,Non-Fiction,/lists/xklmno43/truth-as-told-by-mason-buttle
Katt vs. Dogg,,"Molly the katt and Oscar the dogg belong to different families who hiss and growl at each other, but when they both get lost in the woods, they must stick together to get back to their camps safely.",https://cdn.vocabulary.com/units/xkrmzdvb/cover.png?width=220&v=18752a6bb08,https://www.amazon.com/dp/0316397121?tag=vocabulary01-20,James Patterson,Grade 5,/lists/xkrmzdvb/katt-vs-dogg
Killing Lincoln,The Shocking Assassination that Changed America Forever,This nonfiction account explores the assassination of President Abraham Lincoln and its aftermath.,https://cdn.vocabulary.com/units/xl5nhoxt/cover.jpeg?width=220&v=17a9bf65477,https://www.amazon.com/dp/1250012163?tag=vocabulary01-20,Bill O'Reilly,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/xl5nhoxt/killing-lincoln
"Greetings, World Traveler!",,"Whether you're going by plane, train, or automobile, make sure to brush up on this collection of travel vocabulary to help you have a trip of a lifetime.

 Share",https://cdn.vocabulary.com/units/xlix4y3s/feature.png?width=500&v=181d9cd6885,,,"Grade 5,Just for Fun",/lists/xlix4y3s/greetings-world-traveler
Towers Falling,,"In this powerful novel, a Brooklyn fifth grader explores the effects of the September 11th terrorist attacks on her family, friends, city, and country.",https://cdn.vocabulary.com/units/xlti3rr6/cover.jpeg?width=220&v=16c3024ba66,https://www.amazon.com/dp/0316262218?tag=vocabulary01-20,Jewell Parker Rhodes,Literature,/lists/xlti3rr6/towers-falling
My Fine Fellow,,"In this twist on the musical My Fair Lady that was inspired by George Bernard Shaw's play Pygmalion, Helena Higgins and Penelope Pickering, students at 19th-century London's Royal Academy of Culinaria Artisticus, disagree on whether transforming street vendor Elijah Little into a gentleman chef is a worthwhile project.",https://cdn.vocabulary.com/units/xlukdge2/cover.png?width=220&v=18878974b5b,https://www.amazon.com/dp/0063047535?tag=vocabulary01-20,Jennieke Cohen,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/xlukdge2/my-fine-fellow
Ripped from the Headlines: February 2020,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/xmfyakb4/feature.png?width=500&v=17089a75e40,,,Events,/lists/xmfyakb4/ripped-from-the-headlines-february-2020
The Picture of Dorian Gray,,Oscar Wilde scandalized Victorian audiences with this macabre story of a man who trades his soul for eternal youth and beauty. Read the full text here.,https://cdn.vocabulary.com/units/xmluz7oc/cover.jpeg?width=220&v=16c2498afe5,https://www.amazon.com/dp/0141439572?tag=vocabulary01-20,Oscar Wilde,"Grade 6,Grade 7,Grade 8",/lists/xmluz7oc/picture-of-dorian-gray
Midnight Rider,,"In colonial Massachusetts, a fourteen-year-old girl joins the fight for American independence.",https://cdn.vocabulary.com/units/xn5bq4d2/cover.jpeg?width=220&v=17b12521009,https://www.amazon.com/dp/B001D202HU?tag=vocabulary01-20,Joan Hiatt Harlow,"Grade 6,Grade 7,Grade 8,Literature",/lists/xn5bq4d2/midnight-rider
Life of Pi,,"When a violent storm sinks the ship carrying his family from India to North America, Pi is trapped alone in a lifeboat with an orangutan, a hyena, a zebra, and a man-eating tiger named Richard Parker.",https://cdn.vocabulary.com/units/xocu56rc/cover.jpeg?width=220&v=1827ee23384,https://www.amazon.com/dp/0156027321?tag=vocabulary01-20,Yann Martel,Grade 8,/lists/xocu56rc/life-of-pi
With the Fire on High,,Emoni Santiago pursues her dream of becoming a chef while finishing high school and raising her daughter.,https://cdn.vocabulary.com/units/xowhzkb3/cover.jpeg?width=220&v=16c24f36aaf,https://www.amazon.com/dp/006266283X?tag=vocabulary01-20,Elizabeth Acevedo,"Grade 8,Literature",/lists/xowhzkb3/with-the-fire-on-high
